Message,Word_Count,Text_Length,Count_A,Count_Exclamation,Avg_Word_Length,Punctuation_Count,Uppercase_Word_Count,Keyword_Presence,and,are,call,can,for,have,in,is,it,me,my,now,of,on,so,that,the,to,you,your,Label
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,27,155,7,0,4.777777778,4,1,1,0.407018685,0,0,0,0.4404272,0,0,0,0,0,0,0,0.457835008,0,0,0,0.370615916,0.303179723,0,0.448857076,spam
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),17,87,2,0,4.176470588,7,0,1,0.557331901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8302898,0,0,ham
Pls call me da. What happen.,6,28,4,0,3.833333333,2,0,0,0,0,0.731469123,0,0,0,0,0,0,0.681874565,0,0,0,0,0,0,0,0,0,0,ham
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",22,130,11,0,4.954545455,8,0,0,0.801966932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597368429,0,0,ham
No problem with the renewal. I.ll do it right away but i dont know his details.,16,79,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0.76673995,0,0,0,0,0,0,0,0.641957825,0,0,0,ham
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,37,184,10,0,4,6,0,0,0.495459006,0,0,0,0,0,0.492319749,0,0,0.259623028,0.269556335,0.57981464,0,0,0,0,0,0,0.189451542,0,ham
Haven't left yet so probably gonna be here til dinner,10,53,3,0,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
"Like  &lt;#&gt; , same question",5,31,1,0,5.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,20,85,0,0,3.3,2,20,0,0,0,0,0,0,0,0,0.404993777,0,0,0.865049305,0,0,0,0,0,0,0.296090763,0,0,ham
"Sir, I need Velusamy sir's date of birth and company bank facilities details.",13,77,7,0,5,3,1,0,0.664413292,0,0,0,0,0,0,0,0,0,0,0,0.747365357,0,0,0,0,0,0,0,ham
K k:) sms chat with me.,6,23,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ham
I will come with karnan car. Please wait till 6pm will directly goto doctor.,14,76,5,0,4.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
No but the bluray player can,6,28,3,0,3.833333333,0,0,0,0,0,0,0.799546426,0,0,0,0,0,0,0,0,0,0,0,0,0.600604289,0,0,0,ham
Ok... Then r we meeting later?,6,30,1,0,4.166666667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,17,75,2,1,3.470588235,3,2,0,0,0,0,0,0,0,0.491680076,0,0,0,0.538412198,0,0,0.576639917,0,0,0,0.368577555,0,0,ham
Just send a text. We'll skype later.,7,36,2,0,4.285714286,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Ok leave no need to ask,6,23,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",26,160,9,1,5.192307692,9,2,0,0,0,0.692784312,0,0,0,0,0,0,0,0,0.721144852,0,0,0,0,0,0,0,0,spam
Ü still got lessons?  Ü in sch?,7,31,0,0,3.428571429,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,23,99,2,0,3.347826087,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ham
Oh did you charge camera,5,24,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
"I‘ve got some salt, you can rub it in my open wounds if you like!",15,65,2,1,3.4,2,0,0,0,0,0,0.452919989,0,0,0.371275287,0,0.406357076,0,0.406563441,0,0,0,0,0,0,0,0.571487743,0,ham
Now i'm going for lunch.,5,24,0,0,4,2,0,0,0,0,0,0,0.678904293,0,0,0,0,0,0,0.734226777,0,0,0,0,0,0,0,0,ham
I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,21,84,4,0,3.047619048,3,0,0,0,0,0.405641467,0,0,0,0.717058988,0,0,0.378138448,0,0.422247228,0,0,0,0,0,0,0,0,ham
Oh k. . I will come tomorrow,7,28,0,0,3.142857143,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Aight, text me tonight and we'll see what's up",9,46,2,0,4.222222222,3,0,0,0.690340892,0,0,0,0,0,0,0,0,0.723484245,0,0,0,0,0,0,0,0,0,0,ham
U 2.,2,4,0,0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Water logging in desert. Geoenvironmental implications.,6,55,3,0,8.333333333,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,17,93,7,0,4.529411765,6,0,0,0,0,0,0,0,0,0,0.5175619,0,0.532376016,0.552744988,0,0,0,0,0,0,0.378389265,0,0,ham
Company is very good.environment is terrific and food is really nice:),11,70,3,0,5.454545455,3,0,0,0.310948267,0,0,0,0,0,0,0.950426838,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u",17,85,5,0,3.941176471,4,0,0,0.421905134,0.504852897,0,0,0,0,0.419231919,0,0,0,0,0.493737667,0,0,0,0,0.384170957,0,0,0,ham
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,26,119,5,3,3.615384615,5,7,1,0,0,0,0,0,0,0,0.826629175,0,0,0,0.474736788,0,0,0,0,0,0.302174104,0,0,spam
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please",23,100,5,0,3.391304348,4,0,0,0.543081548,0,0,0,0,0.617353272,0,0,0,0.569154962,0,0,0,0,0,0,0,0,0,0,ham
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",34,157,8,3,3.647058824,12,5,0,0,0,0,0.26856488,0,0,0,0,0.481909574,0,0,0,0,0,0.534331749,0.254591019,0,0.165032717,0.50830679,0.244330663,ham
K sure am in my relatives home. Sms me de. Pls:-),11,49,2,0,3.545454545,5,1,0,0,0,0,0,0,0,0.549525041,0,0,0.579580061,0.601755084,0,0,0,0,0,0,0,0,0,ham
I sent them. Do you like?,6,25,0,0,3.333333333,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
"Fuuuuck I need to stop sleepin, sup",7,35,0,0,4.142857143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
I'm in town now so i'll jus take mrt down later.,11,48,2,0,3.454545455,3,0,0,0,0,0,0,0,0,0.509004796,0,0,0,0,0.599464947,0,0,0.617702109,0,0,0,0,0,ham
I just cooked a rather nice salmon a la you,10,43,5,0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
I uploaded mine to Facebook,5,27,2,0,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
WHAT TIME U WRKIN?,4,18,0,0,3.75,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Okie,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,30,142,7,0,3.766666667,6,1,0,0,0,0,0,0.662701742,0,0.304276114,0,0,0,0,0,0,0,0,0,0,0.684282433,0,0,spam
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,30,156,5,0,4.233333333,2,2,1,0,0,0,0,0.369721573,0,0.339511537,0,0,0,0,0,0,0,0,0,0.311117704,0.763522897,0.261297599,0,spam
"Sorry, I'll call later",4,22,2,0,4.75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,14,69,8,0,4,9,0,0,0,0,0,0,0,0.836425555,0,0,0,0,0,0,0,0,0,0,0,0.548080551,0,0,ham
"It's wylie, you in tampa or sarasota?",7,37,5,0,4.428571429,3,0,0,0,0,0,0,0,0,0.598659064,0,0.655226338,0,0,0,0,0,0,0,0,0,0.460744802,0,ham
Ok... Take ur time n enjoy ur dinner...,8,39,1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,30,134,9,0,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",28,149,5,0,4.357142857,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.645540491,0,0,0,0,0.42747886,0,0.632881741,spam
I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,18,83,4,1,3.666666667,3,1,0,0,0,0,0,0,0,0,0,0.512128847,0,0,0,0,0.548768973,0,0,0.428783084,0.350762963,0.360120909,0,ham
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,21,116,4,0,4.571428571,5,1,0,0,0,0,0.569578702,0,0.534142915,0,0,0.511022567,0,0,0,0,0,0,0,0,0,0.35934299,0,ham
Ugh my leg hurts. Musta overdid it on mon.,9,42,1,0,3.777777778,2,0,0,0,0,0,0,0,0,0,0,0.563505577,0,0.563791749,0,0,0.603821438,0,0,0,0,0,0,ham
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,25,151,8,2,5.08,7,0,0,0,0,0.901082379,0,0.433647953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",25,162,7,1,5.52,12,5,0,0,0,0.533874822,0,0,0,0,0,0,0,0,0.555730078,0,0,0,0,0,0,0.363164063,0.523692293,spam
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,8,40,0,0,4.125,1,8,0,0,0,0,0.720888888,0,0,0,0,0,0,0,0,0,0.693050655,0,0,0,0,0,0,ham
Me fine..absolutly fine,3,23,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ham
How come she can get it? Should b quite diff to guess rite...,13,61,1,0,3.769230769,4,0,0,0,0,0,0.676887302,0,0,0,0,0.607299195,0,0,0,0,0,0,0,0,0.415946233,0,0,ham
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,26,160,8,0,5.192307692,3,1,1,0,0,0.476615775,0,0.45874486,0,0,0,0,0,0,0,0,0.494052441,0,0,0,0.315789169,0,0.46752534,spam
I will reach ur home in  &lt;#&gt;  minutes,8,43,1,0,4.25,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",23,109,5,1,3.782608696,14,2,0,0,0,0,0.38636421,0,0,0,0,0.346643634,0.334039168,0,0,0,0,0,0,0.290229553,0,0.731262968,0,ham
Hi.what you think about match?,5,30,3,0,5.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",61,329,23,0,4.409836066,6,1,0,0.551360718,0.329879911,0,0,0,0.31338235,0.273933632,0,0.299817612,0,0,0.32261702,0,0,0,0,0,0.205348545,0.421654009,0,ham
Dai i downloaded but there is only exe file which i can only run that exe after installing.,18,91,6,0,4.111111111,1,0,0,0,0,0,0.619565628,0,0,0,0.520752826,0,0,0,0,0,0,0,0.587328636,0,0,0,0,ham
It is only yesterday true true.,6,31,1,0,4.333333333,1,0,0,0,0,0,0,0,0,0,0.683678498,0.729783332,0,0,0,0,0,0,0,0,0,0,0,ham
K.k.how is your business now?,5,29,0,0,5,3,0,0,0,0,0,0,0,0,0,0.535220718,0,0,0,0.614759248,0,0,0,0,0,0,0,0.579318436,ham
3 pa but not selected.,5,22,1,0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,22,136,5,0,5.227272727,12,6,0,0,0,0,0,0,0,0,0.519774592,0,0,0,0,0,0,0,0,0,0.760013928,0.390145105,0,spam
I keep ten rs in my shelf:) buy two egg.,10,40,0,0,3.1,3,1,0,0,0,0,0,0,0,0.674333932,0,0,0,0.738426535,0,0,0,0,0,0,0,0,0,ham
I am late. I will be there at,8,29,3,0,2.75,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Well thats nice. Too bad i cant eat it,9,38,4,0,3.333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ham
I accidentally brought em home in the box,8,41,2,0,4.25,0,1,0,0,0,0,0,0,0,0.737263601,0,0,0,0,0,0,0,0,0,0.675605197,0,0,0,ham
Pls she needs to dat slowly or she will vomit more.,11,51,1,0,3.727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
I have to take exam with in march 3,9,35,4,0,3,0,1,0,0,0,0,0,0,0.675204605,0.590209532,0,0,0,0,0,0,0,0,0,0,0.442438074,0,0,ham
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",18,89,5,0,4,6,0,0,0,0,0,0,0,0,0.68804099,0,0,0.725671824,0,0,0,0,0,0,0,0,0,0,ham
5 nights...We nt staying at port step liao...Too ex,9,51,3,0,4.777777778,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
If I die I want u to have all my stuffs.,11,40,3,0,2.727272727,1,2,0,0,0,0,0,0,0.652938779,0,0,0,0,0.624993595,0,0,0,0,0,0,0.427848054,0,0,ham
"""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX""",24,110,0,1,3.625,7,23,0,0,0,0,0,0,0,0.557695827,0,0,0,0,0,0,0.654062858,0,0,0.511054931,0,0,0,ham
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,26,141,3,2,4.461538462,2,2,0,0,0,0,0,0,0,0.9363863,0,0,0,0,0,0,0,0,0,0,0.350971078,0,0,ham
Prabha..i'm soryda..realy..frm heart i'm sory,5,45,5,0,8.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
I re-met alex nichols from middle school and it turns out he's dealing!,13,71,3,1,4.538461538,3,1,0,0.676854594,0,0,0,0,0,0,0,0.736116742,0,0,0,0,0,0,0,0,0,0,0,ham
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,22,146,2,1,5.681818182,11,4,0,0,0,0.588374458,0,0.566313103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577152464,spam
It means u could not keep ur words.,8,35,1,0,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ham
"Nope, I'm still in the market",6,29,1,0,4,2,0,0,0,0,0,0,0,0,0.737263601,0,0,0,0,0,0,0,0,0,0.675605197,0,0,0,ham
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,34,143,14,0,3.235294118,3,2,0,0.489094486,0.292625934,0,0,0,0.55598295,0,0,0,0,0,0,0,0,0,0,0.445351055,0.364316274,0.187017903,0,ham
YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,28,158,8,1,4.678571429,2,7,0,0,0.607082795,0.285183814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566858869,0.387988001,0.279744538,spam
Hey what how about your project. Started aha da.,9,48,6,0,4.444444444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ham
Ok cool. See ya then.,5,21,1,0,3.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,21,98,4,0,3.714285714,2,0,0,0,0,0,0,0,0,0,0,0.343864183,0,0,0,0,0.368465856,0,0,0.863707321,0,0,0,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,26,136,7,0,4.269230769,12,0,0,0,0,0,0,0,0,0,0,0,0.688872945,0,0,0,0,0,0,0,0,0,0.724882105,ham
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,27,154,5,1,4.740740741,1,0,0,0,0,0.369453597,0,0,0,0,0.334820629,0.357399736,0,0,0,0,0,0,0,0,0.489574415,0.502635688,0.362407053,spam
Yeah I can still give you a ride,8,32,3,0,3.125,0,1,0,0,0,0,0.845750877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533577973,0,ham
"Jay wants to work out first, how's 4 sound?",9,43,2,0,3.888888889,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
"Gud gud..k, chikku tke care.. sleep well gud nyt",9,48,1,0,4.444444444,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Its a part of checking IQ,6,25,2,0,3.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ham
Hmm thinking lor...,3,19,0,0,5.666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,27,133,1,2,3.962962963,18,1,0,0,0,0,0,0,0,0,0,0,0.769089225,0.399257482,0,0.412739376,0,0,0,0,0,0.280609044,0,ham
thanks for the temales it was wonderful. Thank. Have a great week.,12,66,7,0,4.583333333,3,0,0,0,0,0,0,0.511519478,0.53736713,0,0,0.514107222,0,0,0,0,0,0,0,0.430439491,0,0,0,ham
Thank you princess! I want to see your nice juicy booty...,11,58,2,1,4.363636364,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485302838,0.49825015,0.718490044,ham
Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,23,119,11,0,4.217391304,6,1,0,0.399425922,0.477954207,0,0.48417373,0,0,0,0,0.434397743,0,0.434618348,0,0,0,0,0,0,0,0,0,ham
Gud ni8 dear..slp well..take care..swt dreams..Muah..,6,53,5,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
U come n search tat vid..not finishd..,7,38,2,0,4.571428571,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"K I'm leaving soon, be there a little after 9",10,45,3,0,3.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,23,126,9,1,4.52173913,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",20,99,9,1,4,4,0,0,0.482297049,0.577118037,0,0,0,0,0,0.491387269,0,0,0,0,0,0,0,0,0.439161565,0,0,0,ham
You do your studies alone without anyones help. If you cant no need to study.,15,77,3,0,4.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367404971,0.754413812,0.543942449,ham
Please tell me not all of my car keys are in your purse,13,55,4,0,3.307692308,0,0,0,0,0.446475948,0,0,0,0,0.37075546,0,0,0.391033085,0.405994207,0,0.419703582,0,0,0,0,0,0,0.41147339,ham
I didnt get anything da,5,23,2,0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Ok... Sweet dreams...,3,21,1,0,6.333333333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Well she's in for a big surprise!,7,33,1,1,3.857142857,2,0,0,0,0,0,0,0.736558356,0,0.676374001,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"As usual..iam fine, happy &amp; doing well..:)",7,46,4,0,5.714285714,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
1 in cbe. 2 in chennai.,6,23,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,18,82,2,0,3.611111111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,25,127,9,0,4.12,10,1,0,0,0,0,0,0.774433164,0,0,0,0.389175485,0,0,0,0,0.417018944,0,0,0,0,0.273662049,0,ham
I absolutely LOVE South Park! I only recently started watching the office.,12,74,4,1,5.25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ham
Did you see that film:),5,23,1,0,3.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832490338,0,0,0.554039563,0,ham
Pls speak with me. I wont ask anything other then you friendship.,12,65,3,0,4.5,2,1,0,0,0,0,0,0,0,0,0,0,0.807795541,0,0,0,0,0,0,0,0,0.589462776,0,ham
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",79,324,13,1,3.113924051,38,3,0,0.202518012,0,0,0.245487075,0,0,0,0.619005069,0.220249519,0,0,0,0.683407217,0,0,0,0,0,0,0,ham
Gud ni8.swt drms.take care,4,26,2,0,5.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,33,152,0,0,3.636363636,1,33,0,0,0.335706261,0,0.34007474,0.607154446,0,0,0,0,0.294018649,0.305267949,0,0,0,0.338303225,0,0.25545777,0.208975418,0,0,ham
Anything lar then ü not going home 4 dinner?,9,44,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"""ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx""",16,82,1,0,4.1875,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ham
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",27,144,5,0,4.37037037,9,3,0,0,0,0.590905493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391513593,0.401958718,0.579635224,spam
Did u fix the teeth?if not do it asap.ok take care.,11,51,4,0,3.727272727,3,0,0,0,0,0,0,0,0,0,0,0.76673995,0,0,0,0,0,0,0,0.641957825,0,0,0,ham
So u wan 2 come for our dinner tonight a not?,11,45,2,0,3.181818182,1,0,0,0,0,0,0,0.667875333,0,0,0,0,0,0,0,0,0,0.744273162,0,0,0,0,0,ham
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",31,152,8,1,3.935483871,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431323438,0,0,0,0.698309776,0.571247362,0,0,ham
Its too late:)but its k.wish you the same.,8,42,2,0,4.375,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765754892,0,0.643132525,0,ham
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",21,101,5,1,3.857142857,6,0,0,0,0,0,0,0.718325105,0,0,0,0,0.695707585,0,0,0,0,0,0,0,0,0,0,ham
Oh yeah clearly it's my fault,6,29,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0.706927255,0,0.707286262,0,0,0,0,0,0,0,0,0,ham
Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,13,63,3,0,3.923076923,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",34,168,9,0,3.970588235,15,0,0,0,0,0,0.516179084,0,0,0.42313111,0,0.463112753,0,0,0,0,0,0,0.489321459,0,0.317191274,0,0,ham
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,23,143,8,1,5.260869565,4,2,0,0,0,0.713881899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700266116,spam
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",16,109,2,1,5.875,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826976559,0,0,0,0,0,0.562236402,0,ham
"Vikky, come around  &lt;TIME&gt; ..",5,35,1,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
